depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,31.85,18.83,13.02,6.51
5-15cm,30.66,18.04,12.62,12.62
15-30cm,37.15,24.56,12.59,18.89
30-60cm,39.83,27.49,12.34,37.02
60-100cm,39.73,27.34,12.39,49.56
