depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.24,21.79,14.46,7.23
5-15cm,35.01,21.15,13.86,13.86
15-30cm,34.86,21.93,12.93,19.4
30-60cm,35.78,23.4,12.37,37.12
60-100cm,36.05,23.65,12.4,49.61
