depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.32,24.97,14.35,7.18
5-15cm,39.29,25.07,14.22,14.22
15-30cm,39.67,26.24,13.43,20.15
30-60cm,41.88,29.1,12.78,38.35
60-100cm,43.17,30.53,12.64,50.58
