crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,91.59,-0.293,-0.909,-0.705,-0.658,137.41,0.0,0.6887,31.13,0.0,0.0,0.0,0.0,2.2359,22.7,73.144,71.96,LOW
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,91.59,0.507,-0.19,0.014,0.212,403.69,91.59,0.9445,5.55,0.0,0.0,0.0,0.0,3.8792,36.67,59.3509,66.3621,LOW
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,91.59,-0.288,-0.738,-0.797,-0.033,355.99,29.32,1.0,0.0,0.0,0.0,0.0,0.0,8.1965,71.72,43.1376,56.4283,LOW
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,91.59,-0.511,-0.512,-0.526,-0.27,242.22,91.59,1.0,0.0,0.0,0.0,4.233,22.7,14.4152,118.34,29.8768,53.4951,LOW
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,91.59,-0.728,-0.824,-1.016,-0.215,291.8,90.28,1.0,0.0,0.0,0.0,4.6461,22.7,20.5213,157.19,23.3137,47.058,MEDIUM
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,91.59,-0.982,-0.878,-1.056,-1.082,238.69,91.59,1.0,0.0,0.0,0.0,5.4823,22.7,31.0036,222.33,9.6008,39.7759,HIGH
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,91.59,-0.633,-0.804,-0.929,-0.956,265.8,91.59,1.0,0.0,0.0,0.0,6.6659,22.7,36.2978,242.93,1.9137,32.158,HIGH
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,91.59,-0.132,-1.292,-0.877,-0.876,163.32,50.7,1.0,0.0,17.3842,22.7,11.5998,36.67,44.3838,303.94,0.0,26.1916,HIGH
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,91.59,-0.674,-1.383,-1.102,-1.019,88.27,35.59,1.0,0.0,19.3949,22.7,24.6132,71.72,45.2416,316.72,0.0,20.4485,HIGH
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,91.59,-0.458,-1.387,-1.25,-1.067,57.16,0.0,0.8262,17.38,0.0,0.0,33.5884,95.64,52.5859,385.68,0.0,15.1635,NOT_SUITABLE
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,91.59,1.081,-0.768,-0.966,-1.071,146.96,88.23,0.8061,19.39,0.0,0.0,48.4701,134.49,50.2708,385.68,4.233,14.4945,NOT_SUITABLE
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,91.59,1.273,-0.338,-1.064,-1.135,159.47,61.26,1.0,0.0,15.9974,13.97,65.8579,199.64,50.3166,427.87,4.6461,7.4692,NOT_SUITABLE
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,91.59,-1.363,0.183,-1.17,-1.162,17.09,26.13,1.0,0.0,51.511,49.02,66.9832,220.23,58.9852,550.49,5.4823,3.2671,NOT_SUITABLE
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,91.59,-1.498,0.31,-2.647,-1.178,12.11,0.0,0.84,16.0,82.3365,81.67,72.492,267.27,53.2114,536.52,6.6659,2.2359,NOT_SUITABLE
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,91.59,-1.211,0.503,-1.706,-1.313,20.02,0.0,0.4849,51.51,82.8915,85.47,59.9493,245.0,48.5536,526.04,11.5998,3.8792,NOT_SUITABLE
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,91.59,-0.924,0.71,-1.315,-1.349,17.52,0.0,0.1766,82.34,89.1858,104.0,64.6417,290.04,45.8977,522.43,24.6132,8.1965,NOT_SUITABLE
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,91.59,-1.056,-1.539,-0.963,-1.327,17.64,0.0,0.1711,82.89,65.6976,85.75,51.291,251.19,40.5186,483.58,33.5884,14.4152,NOT_SUITABLE
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,91.59,-1.141,-1.564,-0.788,-1.244,12.61,0.0,0.1081,89.19,53.3744,81.61,41.7076,228.23,34.0879,418.44,48.4701,20.5213,NOT_SUITABLE
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,91.59,1.45,-0.987,-0.138,-1.223,44.77,0.0,0.343,65.7,42.1512,73.79,54.6348,330.25,31.5141,397.84,65.8579,31.0036,NOT_SUITABLE
