depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.88,22.71,13.16,6.58
5-15cm,33.61,21.06,12.55,12.55
15-30cm,32.29,19.96,12.33,18.49
30-60cm,32.13,19.96,12.17,36.51
60-100cm,30.9,19.2,11.71,46.82
