depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.11,24.16,14.96,7.48
5-15cm,38.42,23.67,14.75,14.75
15-30cm,38.75,24.99,13.75,20.63
30-60cm,38.88,25.39,13.49,40.47
60-100cm,37.36,23.69,13.67,54.67
