depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.37,17.75,11.62,5.81
5-15cm,29.65,18.17,11.48,11.48
15-30cm,37.63,25.53,12.1,18.15
30-60cm,41.61,29.67,11.94,35.81
60-100cm,41.02,29.12,11.91,47.63
