depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.08,20.45,14.63,7.31
5-15cm,32.28,18.91,13.38,13.38
15-30cm,32.88,20.28,12.6,18.9
30-60cm,37.67,25.6,12.07,36.22
60-100cm,37.08,25.09,11.98,47.94
