depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.77,24.23,14.54,7.27
5-15cm,38.32,24.22,14.1,14.1
15-30cm,37.47,23.65,13.82,20.73
30-60cm,39.08,25.86,13.22,39.65
60-100cm,39.08,25.74,13.34,53.37
