depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.38,23.98,14.41,7.2
5-15cm,37.09,22.77,14.32,14.32
15-30cm,37.93,24.43,13.5,20.25
30-60cm,37.27,23.78,13.48,40.45
60-100cm,36.51,23.07,13.44,53.76
