depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.06,23.11,16.95,8.48
5-15cm,35.76,21.59,14.18,14.18
15-30cm,34.68,21.09,13.59,20.38
30-60cm,30.82,18.6,12.23,36.68
60-100cm,29.98,18.25,11.73,46.92
