crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,118.06,-0.641,-1.056,-0.525,-1.642,109.21,0.0,0.5396,46.04,0.0,0.0,19.2846,133.34,15.3987,157.65,68.61,66.184,MEDIUM
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,118.06,0.145,-0.191,0.214,-0.557,314.6,118.06,0.7258,27.42,0.0,0.0,20.8347,133.34,20.707,195.84,66.6124,70.297,MEDIUM
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,118.06,0.929,-0.111,0.088,-0.152,401.86,118.06,1.0,0.0,9.6207,21.4,22.6681,133.34,26.3793,228.72,50.5038,60.8061,MEDIUM
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,118.06,-0.238,-0.193,-0.045,-0.407,223.06,90.02,1.0,0.0,59.6993,133.34,29.5554,157.65,33.9477,273.23,36.4398,56.8831,NOT_SUITABLE
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,118.06,-1.647,-0.713,-0.837,-0.682,82.99,0.0,0.9038,9.62,50.1426,111.94,28.4622,136.25,39.8903,296.04,27.4706,49.4511,NOT_SUITABLE
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,118.06,-1.58,-0.989,-1.09,-1.268,0.0,0.0,0.403,59.7,0.0,0.0,6.0001,24.31,33.2557,230.91,17.0845,43.7821,HIGH
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,118.06,1.859,1.122,0.49,0.52,552.31,118.06,0.4986,50.14,0.0,0.0,7.314,24.31,45.6074,295.26,28.5438,45.2493,HIGH
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,118.06,1.64,0.62,0.314,0.425,574.72,69.37,1.0,0.0,19.0428,24.31,20.4398,62.5,54.5529,364.04,19.2846,39.9451,NOT_SUITABLE
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,118.06,-1.303,0.697,0.258,0.332,56.38,31.89,1.0,0.0,21.5281,24.31,34.2095,95.38,56.4111,387.28,20.8347,34.8744,NOT_SUITABLE
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,118.06,-0.583,1.001,0.071,0.261,33.97,0.0,0.8096,19.04,0.0,0.0,42.5793,115.58,62.9921,455.08,22.6681,29.7059,NOT_SUITABLE
