depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.3,23.72,14.58,7.29
5-15cm,37.77,23.63,14.14,14.14
15-30cm,37.32,23.99,13.33,20.0
30-60cm,38.08,25.03,13.05,39.15
60-100cm,38.87,25.81,13.06,52.24
