depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,32.72,19.09,13.63,6.81
5-15cm,31.42,18.47,12.95,12.95
15-30cm,33.55,20.76,12.79,19.18
30-60cm,38.2,25.59,12.61,37.83
60-100cm,38.36,25.76,12.6,50.39
