depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,32.09,19.24,12.85,6.42
5-15cm,30.47,18.17,12.29,12.29
15-30cm,30.57,18.74,11.83,17.74
30-60cm,30.32,18.63,11.7,35.09
60-100cm,28.63,17.36,11.27,45.08
