depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,28.93,17.32,11.61,5.81
5-15cm,27.69,16.35,11.34,11.34
15-30cm,28.99,17.76,11.24,16.85
30-60cm,30.36,19.11,11.25,33.76
60-100cm,30.16,18.75,11.41,45.64
