depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,22.77,12.5,10.26,5.13
5-15cm,23.82,13.31,10.51,10.51
15-30cm,28.73,17.8,10.94,16.4
30-60cm,37.39,25.52,11.88,35.63
60-100cm,40.26,28.21,12.05,48.18
