depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.2,23.83,16.37,8.19
5-15cm,37.25,22.28,14.98,14.98
15-30cm,37.45,22.88,14.57,21.86
30-60cm,36.22,21.91,14.31,42.93
60-100cm,36.01,21.77,14.24,56.97
