depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.87,22.46,15.4,7.7
5-15cm,37.86,22.76,15.1,15.1
15-30cm,37.66,23.43,14.23,21.35
30-60cm,39.54,26.2,13.34,40.02
60-100cm,40.31,26.98,13.33,53.31
