depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.74,23.98,14.77,7.38
5-15cm,38.45,24.03,14.43,14.43
15-30cm,39.13,25.6,13.53,20.3
30-60cm,39.65,26.4,13.25,39.76
60-100cm,39.52,26.23,13.29,53.17
