property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,51.404761904761905,51.404761904761905,51.404761904761905,51.404761904761905,50.88095238095239
soc,550.2941176470589,493.5176470588236,355.62352941176476,216.0588235294118,145.44705882352943
clay,321.4761904761905,359.90476190476187,348.1190476190476,399.5952380952381,398.7142857142857
sand,389.16666666666663,364.85714285714283,369.3333333333333,334.73809523809524,338.1666666666667
silt,290.2380952380952,275.71428571428567,283.0238095238095,265.6666666666667,263.23809523809524
bdod,105.51764705882353,106.91764705882353,113.65882352941178,116.57647058823532,117.61176470588238
cec,264.76190476190476,263.2857142857143,255.02380952380952,253.0,247.19047619047623
