depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.04,24.21,14.83,7.42
5-15cm,38.57,24.17,14.4,14.4
15-30cm,38.13,24.49,13.64,20.46
30-60cm,40.28,27.15,13.13,39.38
60-100cm,40.38,27.17,13.22,52.86
