depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.79,24.65,14.14,7.07
5-15cm,37.83,23.53,14.3,14.3
15-30cm,37.86,23.84,14.02,21.02
30-60cm,36.55,22.76,13.79,41.37
60-100cm,35.27,21.68,13.58,54.34
