depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.58,22.24,16.33,8.17
5-15cm,37.34,21.61,15.73,15.73
15-30cm,37.07,22.7,14.36,21.54
30-60cm,37.19,23.24,13.95,41.86
60-100cm,37.38,23.49,13.89,55.57
