depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.35,23.43,14.93,7.46
5-15cm,38.08,23.47,14.61,14.61
15-30cm,39.12,25.46,13.65,20.48
30-60cm,40.98,27.83,13.15,39.44
60-100cm,41.33,28.1,13.23,52.92
