property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,56.0,55.0,55.0,55.0,55.0
soc,623.3000000000001,483.1,315.62500000000006,151.32500000000002,162.78750000000002
clay,324.0,333.0,375.0,452.0,453.0
sand,363.0,361.0,332.0,288.0,279.0
silt,313.0,306.0,293.0,260.0,267.0
bdod,114.95,116.95000000000002,118.95,121.975,121.4625
cec,212.0,199.0,184.0,180.0,176.0
