period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,71.48,16.38,61.25969125740708,10.220308742592927,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,16.63,61.93548374062996,-61.93548374062996,-0.475,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,16.87,62.6063082238746,-62.6063082238746,-1.766,,,
2016-02-16,2016-02-29,2016-02_Q2,55.76,17.24,63.6856944934589,-7.925694493458899,-0.31,,,
2016-03-01,2016-03-15,2016-03_Q1,15.8,17.21,63.596043278022954,-47.79604327802295,-1.182,,,
2016-03-16,2016-03-31,2016-03_Q2,60.25,17.77,65.3359585089857,-5.085958508985698,-1.123,-1.105,,
2016-04-01,2016-04-15,2016-04_Q1,68.09,16.75,62.268117957205824,5.821882042794179,-0.777,-2.257,,
2016-04-16,2016-04-30,2016-04_Q2,71.67,16.78,62.35213872023791,9.317861279762091,-0.444,-1.091,,
2016-05-01,2016-05-15,2016-05_Q1,108.99,16.33,61.12723342450253,47.86276657549747,0.023,-1.147,,
2016-05-16,2016-05-31,2016-05_Q2,92.73,16.74,62.24018831625718,30.489811683742822,0.534,-0.684,,
2016-06-01,2016-06-15,2016-06_Q1,32.91,15.94,60.123375532085184,-27.213375532085188,0.591,-0.393,,
2016-06-16,2016-06-30,2016-06_Q2,34.14,16.08,60.47789233478477,-26.33789233478477,-2.156,-0.721,-1.843,
2016-07-01,2016-07-15,2016-07_Q1,23.04,16.01,60.29983596553216,-37.25983596553216,-1.352,-0.085,-1.81,
2016-07-16,2016-07-31,2016-07_Q2,33.82,15.62,59.33631834011078,-25.51631834011078,-1.297,-0.75,-1.445,
2016-08-01,2016-08-15,2016-08_Q1,27.73,16.38,61.25969125740708,-33.52969125740708,-1.28,-0.636,-1.35,
2016-08-16,2016-08-31,2016-08_Q2,28.18,16.36,61.20660230993393,-33.02660230993393,-1.879,-2.149,-1.61,
2016-09-01,2016-09-15,2016-09_Q1,41.68,15.92,60.073247805696404,-18.393247805696404,-1.337,-1.651,-1.425,
2016-09-16,2016-09-30,2016-09_Q2,28.93,15.96,60.173631447464864,-31.243631447464864,-1.274,-1.738,-1.709,
2016-10-01,2016-10-15,2016-10_Q1,74.77,16.0,60.27453022278974,14.495469777210253,-1.681,-2.13,-1.555,
2016-10-16,2016-10-31,2016-10_Q2,96.2,16.02,60.32517427776501,35.874825722234995,0.003,-0.877,-1.25,
2016-11-01,2016-11-15,2016-11_Q1,161.88,15.82,59.82451139965965,102.05548860034034,1.24,-0.526,-0.926,
2016-11-16,2016-11-30,2016-11_Q2,18.09,15.63,59.3604406668299,-41.2704406668299,-0.257,-0.68,-1.994,
2016-12-01,2016-12-15,2016-12_Q1,51.27,15.46,58.954361110885344,-7.684361110885341,-0.303,-0.633,-1.331,
2016-12-16,2016-12-31,2016-12_Q2,9.27,15.2,58.349213702548255,-49.07921370254826,-0.508,-1.097,-1.604,-2.447
2017-01-01,2017-01-15,2017-01_Q1,36.07,15.16,58.257760767543225,-22.187760767543224,-0.953,-0.077,-1.332,-1.88
2017-01-16,2017-01-31,2017-01_Q2,0.0,14.97,57.82913022932877,-57.82913022932877,-1.161,-1.296,-1.727,-1.856
2017-02-01,2017-02-15,2017-02_Q1,16.24,15.98,60.224016145611195,-43.98401614561119,-1.137,-1.772,-1.735,-1.699
2017-02-16,2017-02-28,2017-02_Q2,15.09,15.41,58.836517441088425,-43.74651744108843,-0.757,-1.85,-1.874,-1.873
2017-03-01,2017-03-15,2017-03_Q1,93.53,15.48,59.00169877273646,34.52830122726354,-0.181,-1.222,-1.524,-1.511
2017-03-16,2017-03-31,2017-03_Q2,70.93,15.51,59.07292143379441,11.857078566205594,0.927,-0.323,-0.817,-1.396
2017-04-01,2017-04-15,2017-04_Q1,68.66,16.25,60.91711968958684,7.742880310413156,-0.338,-0.835,-0.822,-2.162
2017-04-16,2017-04-30,2017-04_Q2,127.42,16.11,60.5546971811473,66.86530281885271,0.93,0.71,-0.338,-1.284
2017-05-01,2017-05-15,2017-05_Q1,101.61,15.89,59.99829527769063,41.61170472230937,1.201,0.354,-0.579,-1.142
2017-05-16,2017-05-31,2017-05_Q2,33.9,16.33,61.12723342450253,-27.22723342450253,-0.982,0.57,-0.387,-1.849
2017-06-01,2017-06-15,2017-06_Q1,55.38,16.07,60.45235702010766,-5.07235702010766,-0.577,0.161,-0.82,-1.505
2017-06-16,2017-06-30,2017-06_Q2,40.78,15.98,60.224016145611195,-19.444016145611194,-0.232,-0.341,-0.38,-1.388
2017-07-01,2017-07-15,2017-07_Q1,35.71,16.07,60.45235702010766,-24.74235702010766,0.024,0.545,-0.402,-1.333
2017-07-16,2017-07-31,2017-07_Q2,43.4,16.15,60.65757060902105,-17.25757060902105,0.178,-1.017,0.145,-1.158
2017-08-01,2017-08-15,2017-08_Q1,26.47,16.12,60.58036535239144,-34.11036535239144,-0.653,-0.861,-0.011,-1.411
2017-08-16,2017-08-31,2017-08_Q2,45.21,15.95,60.14848742909844,-14.938487429098437,-0.464,-0.533,0.373,-1.037
2017-09-01,2017-09-15,2017-09_Q1,63.97,16.19,60.76098223583436,3.2090177641656368,0.049,-0.251,-0.098,-1.048
2017-09-16,2017-09-30,2017-09_Q2,40.71,16.28,60.9956520136191,-20.2856520136191,-0.128,-0.271,-0.553,-0.893
2017-10-01,2017-10-15,2017-10_Q1,60.6,15.83,59.84924357952773,0.7507564204722712,-1.776,-1.181,-0.636,-0.995
2017-10-16,2017-10-31,2017-10_Q2,117.8,16.13,60.606066929436096,57.1939330705639,0.139,-0.002,-0.747,-0.725
