lat,lon,dem_source,elevation_m,elevation_std_m,slope_deg,slope_std_deg,aspect_deg
7.4584221918243045,-73.222052853104,copernicus,995.2429319860966,16.300006631033668,25.62219462019759,4.616096884920221,161.75945518153495
