period_start,period_end,label,precip_mm,temp_c,pet_mm,water_balance,spei_1m,spei_3m,spei_6m,spei_12m
2016-01-01,2016-01-15,2016-01_Q1,58.53,21.74,83.4329057543782,-24.902905754378196,,,,
2016-01-16,2016-01-31,2016-01_Q2,0.0,21.78,83.68683799374331,-83.68683799374331,-0.814,,,
2016-02-01,2016-02-15,2016-02_Q1,0.0,22.01,85.18416856138667,-85.18416856138667,-2.306,,,
2016-02-16,2016-02-29,2016-02_Q2,38.99,22.47,88.37994966213593,-49.389949662135926,-0.584,,,
2016-03-01,2016-03-15,2016-03_Q1,13.38,22.49,88.52531512426599,-75.14531512426599,-1.27,,,
2016-03-16,2016-03-31,2016-03_Q2,53.93,23.04,92.74967199829835,-38.819671998298354,-1.113,-1.701,,
2016-04-01,2016-04-15,2016-04_Q1,77.62,22.02,85.25073903795302,-7.63073903795302,-1.337,-1.798,,
2016-04-16,2016-04-30,2016-04_Q2,89.31,21.78,83.68683799374331,5.623162006256692,-0.54,-1.12,,
2016-05-01,2016-05-15,2016-05_Q1,75.62,21.38,81.22983907537427,-5.609839075374268,-0.278,-1.644,,
2016-05-16,2016-05-31,2016-05_Q2,70.12,22.0,85.11772255532823,-14.997722555328224,-0.956,-1.374,,
2016-06-01,2016-06-15,2016-06_Q1,31.63,21.03,79.22231959808272,-47.592319598082724,-0.882,-1.565,,
2016-06-16,2016-06-30,2016-06_Q2,40.95,21.4,81.34845350522929,-40.398453505229284,-1.473,-1.582,-1.993,
2016-07-01,2016-07-15,2016-07_Q1,38.27,21.28,80.64320767786897,-42.37320767786897,-1.208,-1.454,-2.159,
2016-07-16,2016-07-31,2016-07_Q2,52.62,20.86,78.29198485062838,-25.671984850628384,-0.691,-2.191,-1.813,
2016-08-01,2016-08-15,2016-08_Q1,43.62,21.46,81.70690796315395,-38.086907963153955,-1.374,-1.449,-1.977,
2016-08-16,2016-08-31,2016-08_Q2,49.74,21.48,81.82726970700175,-32.087269707001745,-1.95,-1.661,-1.875,
2016-09-01,2016-09-15,2016-09_Q1,54.74,20.83,78.13072280740522,-23.39072280740522,-1.388,-1.558,-1.887,
2016-09-16,2016-09-30,2016-09_Q2,42.69,21.17,80.01010087132101,-37.32010087132102,-1.536,-1.518,-1.877,
2016-10-01,2016-10-15,2016-10_Q1,141.04,20.89,78.45411221971901,62.585887780280984,-1.256,-1.773,-2.193,
2016-10-16,2016-10-31,2016-10_Q2,173.59,20.89,78.45411221971901,95.135887780281,0.842,-0.238,-1.206,
2016-11-01,2016-11-15,2016-11_Q1,189.6,20.87,78.34593087421757,111.25406912578242,1.173,-0.383,-1.123,
2016-11-16,2016-11-30,2016-11_Q2,69.36,20.66,77.23297397876053,-7.872973978760527,-0.256,-0.095,-1.015,
2016-12-01,2016-12-15,2016-12_Q1,80.98,20.6,76.92251940429514,4.05748059570486,0.248,0.18,-0.701,
2016-12-16,2016-12-31,2016-12_Q2,29.84,20.56,76.71736739043892,-46.87736739043892,-0.369,0.064,-0.752,-2.382
2017-01-01,2017-01-15,2017-01_Q1,24.01,20.56,76.71736739043892,-52.70736739043892,-0.632,0.469,-0.681,-1.839
2017-01-16,2017-01-31,2017-01_Q2,8.32,20.27,75.27227344806039,-66.9522734480604,-1.037,-0.966,-0.986,-1.745
2017-02-01,2017-02-15,2017-02_Q1,7.6,21.6,82.5587869522969,-74.9587869522969,-0.894,-0.634,-0.755,-1.742
2017-02-16,2017-02-28,2017-02_Q2,14.22,21.31,80.81807752432368,-66.59807752432368,-0.878,-1.179,-1.015,-1.841
2017-03-01,2017-03-15,2017-03_Q1,112.48,21.4,81.34845350522929,31.131546494770717,0.165,-0.6,-0.381,-1.407
2017-03-16,2017-03-31,2017-03_Q2,113.81,20.93,78.67163813394826,35.13836186605174,1.605,0.322,0.098,-0.882
2017-04-01,2017-04-15,2017-04_Q1,72.04,21.77,83.62317836379148,-11.583178363791475,-0.03,-0.237,0.065,-0.904
2017-04-16,2017-04-30,2017-04_Q2,114.77,21.27,80.58512923497916,34.18487076502083,-0.049,0.734,-0.357,-0.758
2017-05-01,2017-05-15,2017-05_Q1,105.83,20.98,78.94574446314496,26.884255536855036,1.051,0.41,0.111,-0.636
2017-05-16,2017-05-31,2017-05_Q2,30.59,21.55,82.25202769694354,-51.66202769694354,-1.107,0.559,-0.2,-0.828
