property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,61.0,60.6,61.0,61.599999999999994,62.6
soc,392.55,363.875,184.55000000000004,94.2,62.68749999999999
clay,385.4,385.2,368.79999999999995,384.6,357.8
sand,299.20000000000005,299.8,301.6,298.20000000000005,324.0
silt,315.40000000000003,315.0,329.6,317.2,318.2
bdod,138.0875,140.8,144.99999999999997,147.3125,146.51249999999996
cec,222.40000000000003,215.4,215.0,196.0,187.0
